*******************************************************************************
 Revised: April 12, 2021                 Earth                              399
 
 GEOPHYSICAL PROPERTIES (revised May 9, 2022):
  Vol. Mean Radius (km)    = 6371.01+-0.02   Mass x10^24 (kg)= 5.97219+-0.0006
  Equ. radius, km          = 6378.137        Mass layers:
  Polar axis, km           = 6356.752          Atmos         = 5.1   x 10^18 kg
  Flattening               = 1/298.257223563   oceans        = 1.4   x 10^21 kg
  Density, g/cm^3          = 5.51              crust         = 2.6   x 10^22 kg
  J2 (IERS 2010)           = 0.00108262545     mantle        = 4.043 x 10^24 kg
  g_p, m/s^2  (polar)      = 9.8321863685      outer core    = 1.835 x 10^24 kg
  g_e, m/s^2  (equatorial) = 9.7803267715      inner core    = 9.675 x 10^22 kg
  g_o, m/s^2               = 9.82022         Fluid core rad  = 3480 km
  GM, km^3/s^2             = 398600.435436   Inner core rad  = 1215 km
  GM 1-sigma, km^3/s^2     =      0.0014     Escape velocity = 11.186 km/s
  Rot. Rate (rad/s)        = 0.00007292115   Surface area:
  Mean sidereal day, hr    = 23.9344695944     land          = 1.48 x 10^8 km
  Mean solar day 2000.0, s = 86400.002         sea           = 3.62 x 10^8 km
  Mean solar day 1820.0, s = 86400.0         Love no., k2    = 0.299
  Moment of inertia        = 0.3308          Atm. pressure   = 1.0 bar
  Mean surface temp (Ts), K= 287.6           Volume, km^3    = 1.08321 x 10^12
  Mean effect. temp (Te), K= 255             Magnetic moment = 0.61 gauss Rp^3
  Geometric albedo         = 0.367           Vis. mag. V(1,0)= -3.86
  Solar Constant (W/m^2)   = 1367.6 (mean), 1414 (perihelion), 1322 (aphelion)
 HELIOCENTRIC ORBIT CHARACTERISTICS:
  Obliquity to orbit, deg  = 23.4392911  Sidereal orb period  = 1.0000174 y
  Orbital speed, km/s      = 29.79       Sidereal orb period  = 365.25636 d
  Mean daily motion, deg/d = 0.9856474   Hill's sphere radius = 234.9       
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Tue Nov 11 14:21:47 2025 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Earth (399)                     {source: DE441}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2025-Nov-10 00:00:00.0000 TDB
Stop  time      : A.D. 2025-Nov-17 00:00:00.0000 TDB
Step-size       : 4 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 695700.0, 695700.0, 695700.0 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 3 (position, velocity, LT, range, range-rate)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
2460989.716666667, A.D. 2025-Nov-10 05:12:00.0000,  9.970369898770471E+07,  1.095794429916585E+08, -7.388879807278514E+03, -2.250536502524323E+01,  1.993886244405294E+01, -4.547565659382968E-04,  4.941758765592973E+02,  1.481502007180163E+08, -3.981006838510054E-01,
2460989.719444444, A.D. 2025-Nov-10 05:16:00.0000,  9.969829758251508E+07,  1.095842281907810E+08, -7.388988867662847E+03, -2.250634488070445E+01,  1.993779690115329E+01, -4.540801047516752E-04,  4.941755578649643E+02,  1.481501051758589E+08, -3.980839618612457E-01,
2460989.722222222, A.D. 2025-Nov-10 05:20:00.0000,  9.969289594216564E+07,  1.095890131341669E+08, -7.389097765751183E+03, -2.250732469019558E+01,  1.993673130643711E+01, -4.534039992289962E-04,  4.941752391840169E+02,  1.481500096377143E+08, -3.980672433074907E-01,
2460989.725000000, A.D. 2025-Nov-10 05:24:00.0000,  9.968749406666745E+07,  1.095937978218039E+08, -7.389206501618028E+03, -2.250830445371112E+01,  1.993566565990375E+01, -4.527282495727647E-04,  4.941749205164522E+02,  1.481499141035818E+08, -3.980505281897540E-01,
2460989.727777778, A.D. 2025-Nov-10 05:28:00.0000,  9.968209195603155E+07,  1.095985822536795E+08, -7.389315075352788E+03, -2.250928417124555E+01,  1.993459996155256E+01, -4.520528559828207E-04,  4.941746018622674E+02,  1.481498185734605E+08, -3.980338165080423E-01,
2460989.730555556, A.D. 2025-Nov-10 05:32:00.0000,  9.967668961026894E+07,  1.096033664297813E+08, -7.389423487007618E+03, -2.251026384279337E+01,  1.993353421138287E+01, -4.513778186643336E-04,  4.941742832214599E+02,  1.481497230473496E+08, -3.980171082623499E-01,
2460989.733333333, A.D. 2025-Nov-10 05:36:00.0000,  9.967128702939069E+07,  1.096081503500969E+08, -7.389531736724079E+03, -2.251124346834906E+01,  1.993246840939405E+01, -4.507031378215842E-04,  4.941739645940269E+02,  1.481496275252483E+08, -3.980004034526677E-01,
2460989.736111111, A.D. 2025-Nov-10 05:40:00.0000,  9.966588421340780E+07,  1.096129340146137E+08, -7.389639824554324E+03, -2.251222304790711E+01,  1.993140255558546E+01, -4.500288136544128E-04,  4.941736459799656E+02,  1.481495320071557E+08, -3.979837020789963E-01,
2460989.738888889, A.D. 2025-Nov-10 05:44:00.0000,  9.966048116233137E+07,  1.096177174233194E+08, -7.389747750587761E+03, -2.251320258146200E+01,  1.993033664995644E+01, -4.493548463671004E-04,  4.941733273792731E+02,  1.481494364930710E+08, -3.979670041413297E-01,
2460989.741666667, A.D. 2025-Nov-10 05:48:00.0000,  9.965507787617239E+07,  1.096225005762015E+08, -7.389855514898896E+03, -2.251418206900822E+01,  1.992927069250637E+01, -4.486812361585990E-04,  4.941730087919471E+02,  1.481493409829934E+08, -3.979503096396524E-01,
2460989.744444444, A.D. 2025-Nov-10 05:52:00.0000,  9.964967435494192E+07,  1.096272834732476E+08, -7.389963117599487E+03, -2.251516151054025E+01,  1.992820468323463E+01, -4.480079832323014E-04,  4.941726902179844E+02,  1.481492454769221E+08, -3.979336185739488E-01,
2460989.747222222, A.D. 2025-Nov-10 05:56:00.0000,  9.964427059865101E+07,  1.096320661144453E+08, -7.390070558771491E+03, -2.251614090605256E+01,  1.992713862214055E+01, -4.473350877871596E-04,  4.941723716573825E+02,  1.481491499748562E+08, -3.979169309442098E-01,
2460989.750000000, A.D. 2025-Nov-10 06:00:00.0000,  9.963886660731070E+07,  1.096368484997821E+08, -7.390177838474512E+03, -2.251712025553963E+01,  1.992607250922353E+01, -4.466625500274546E-04,  4.941720531101386E+02,  1.481490544767950E+08, -3.979002467504135E-01,
2460989.752777778, A.D. 2025-Nov-10 06:04:00.0000,  9.963346238093202E+07,  1.096416306292456E+08, -7.390284956812859E+03, -2.251809955899596E+01,  1.992500634448296E+01, -4.459903701530266E-04,  4.941717345762498E+02,  1.481489589827375E+08, -3.978835659925316E-01,
2460989.755555556, A.D. 2025-Nov-10 06:08:00.0000,  9.962805791952606E+07,  1.096464125028233E+08, -7.390391913890839E+03, -2.251907881641599E+01,  1.992394012791820E+01, -4.453185483610511E-04,  4.941714160557136E+02,  1.481488634926830E+08, -3.978668886705545E-01,
2460989.758333333, A.D. 2025-Nov-10 06:12:00.0000,  9.962265322310382E+07,  1.096511941205029E+08, -7.390498709753156E+03, -2.252005802779424E+01,  1.992287385952864E+01, -4.446470848540329E-04,  4.941710975485269E+02,  1.481487680066307E+08, -3.978502147844510E-01,
2460989.761111111, A.D. 2025-Nov-10 06:16:00.0000,  9.961724829167640E+07,  1.096559754822718E+08, -7.390605344511569E+03, -2.252103719312515E+01,  1.992180753931368E+01, -4.439759798300358E-04,  4.941707790546874E+02,  1.481486725245796E+08, -3.978335443341861E-01,
2460989.763888889, A.D. 2025-Nov-10 06:20:00.0000,  9.961184312525481E+07,  1.096607565881176E+08, -7.390711818255484E+03, -2.252201631240320E+01,  1.992074116727269E+01, -4.433052334880117E-04,  4.941704605741920E+02,  1.481485770465291E+08, -3.978168773197347E-01,
2460989.766666667, A.D. 2025-Nov-10 06:24:00.0000,  9.960643772385013E+07,  1.096655374380279E+08, -7.390818131051958E+03, -2.252299538562288E+01,  1.991967474340509E+01, -4.426348460269125E-04,  4.941701421070381E+02,  1.481484815724783E+08, -3.978002137410584E-01,
2460989.769444444, A.D. 2025-Nov-10 06:28:00.0000,  9.960103208747341E+07,  1.096703180319903E+08, -7.390924283005297E+03, -2.252397441277864E+01,  1.991860826771025E+01, -4.419648176474666E-04,  4.941698236532230E+02,  1.481483861024263E+08, -3.977835535981387E-01,
2460989.772222222, A.D. 2025-Nov-10 06:32:00.0000,  9.959562621613568E+07,  1.096750983699922E+08, -7.391030274190009E+03, -2.252495339386495E+01,  1.991754174018760E+01, -4.412951485450733E-04,  4.941695052127437E+02,  1.481482906363722E+08, -3.977668968909182E-01,
2460989.775000000, A.D. 2025-Nov-10 06:36:00.0000,  9.959022010984804E+07,  1.096798784520214E+08, -7.391136104702950E+03, -2.252593232887629E+01,  1.991647516083653E+01, -4.406258389186846E-04,  4.941691867855977E+02,  1.481481951743155E+08, -3.977502436193522E-01,
2460989.777777778, A.D. 2025-Nov-10 06:40:00.0000,  9.958481376862152E+07,  1.096846582780653E+08, -7.391241774626076E+03, -2.252691121780713E+01,  1.991540852965646E+01, -4.399568889636996E-04,  4.941688683717822E+02,  1.481480997162550E+08, -3.977335937834221E-01,
2460989.780555556, A.D. 2025-Nov-10 06:44:00.0000,  9.957940719246718E+07,  1.096894378481115E+08, -7.391347284048796E+03, -2.252789006065191E+01,  1.991434184664679E+01, -4.392882988808466E-04,  4.941685499712945E+02,  1.481480042621902E+08, -3.977169473830479E-01,
2460989.783333333, A.D. 2025-Nov-10 06:48:00.0000,  9.957400038139609E+07,  1.096942171621476E+08, -7.391452633030713E+03, -2.252886885740513E+01,  1.991327511180694E+01, -4.386200688655251E-04,  4.941682315841315E+02,  1.481479088121200E+08, -3.977003044182204E-01,
2460989.786111111, A.D. 2025-Nov-10 06:52:00.0000,  9.956859333541931E+07,  1.096989962201610E+08, -7.391557821691036E+03, -2.252984760806122E+01,  1.991220832513633E+01, -4.379521991104696E-04,  4.941679132102909E+02,  1.481478133660437E+08, -3.976836648888631E-01,
2460989.788888889, A.D. 2025-Nov-10 06:56:00.0000,  9.956318605454792E+07,  1.097037750221395E+08, -7.391662850126624E+03, -2.253082631261467E+01,  1.991114148663440E+01, -4.372846898217375E-04,  4.941675948497698E+02,  1.481477179239606E+08, -3.976670287949214E-01,
2460989.791666667, A.D. 2025-Nov-10 07:00:00.0000,  9.955777853879295E+07,  1.097085535680705E+08, -7.391767718382180E+03, -2.253180497105993E+01,  1.991007459630055E+01, -4.366175411814055E-04,  4.941672765025652E+02,  1.481476224858697E+08, -3.976503961363544E-01,
2460989.794444445, A.D. 2025-Nov-10 07:04:00.0000,  9.955237078816548E+07,  1.097133318579416E+08, -7.391872426569462E+03, -2.253278358339146E+01,  1.990900765413423E+01, -4.359507533990836E-04,  4.941669581686748E+02,  1.481475270517702E+08, -3.976337669130950E-01,
2460989.797222222, A.D. 2025-Nov-10 07:08:00.0000,  9.954696280267660E+07,  1.097181098917403E+08, -7.391976974777877E+03, -2.253376214960372E+01,  1.990794066013486E+01, -4.352843266604012E-04,  4.941666398480954E+02,  1.481474316216613E+08, -3.976171411250920E-01,
2460989.800000000, A.D. 2025-Nov-10 07:12:00.0000,  9.954155458233738E+07,  1.097228876694543E+08, -7.392081363074481E+03, -2.253474066969115E+01,  1.990687361430188E+01, -4.346182611625338E-04,  4.941663215408246E+02,  1.481473361955422E+08, -3.976005187722720E-01,
2460989.802777778, A.D. 2025-Nov-10 07:16:00.0000,  9.953614612715884E+07,  1.097276651910710E+08, -7.392185591571033E+03, -2.253571914364824E+01,  1.990580651663475E+01, -4.339525571044334E-04,  4.941660032468595E+02,  1.481472407734120E+08, -3.975838998545616E-01,
2460989.805555556, A.D. 2025-Nov-10 07:20:00.0000,  9.953073743715210E+07,  1.097324424565781E+08, -7.392289660334587E+03, -2.253669757146942E+01,  1.990473936713289E+01, -4.332872146735056E-04,  4.941656849661974E+02,  1.481471453552700E+08, -3.975672843719225E-01,
2460989.808333333, A.D. 2025-Nov-10 07:24:00.0000,  9.952532851232824E+07,  1.097372194659631E+08, -7.392393569462001E+03, -2.253767595314916E+01,  1.990367216579576E+01, -4.326222340722552E-04,  4.941653666988355E+02,  1.481470499411152E+08, -3.975506723242652E-01,
2460989.811111111, A.D. 2025-Nov-10 07:28:00.0000,  9.951991935269830E+07,  1.097419962192136E+08, -7.392497319027781E+03, -2.253865428868189E+01,  1.990260491262280E+01, -4.319576154836469E-04,  4.941650484447710E+02,  1.481469545309470E+08, -3.975340637115066E-01,
2460989.813888889, A.D. 2025-Nov-10 07:32:00.0000,  9.951450995827335E+07,  1.097467727163170E+08, -7.392600909143686E+03, -2.253963257806209E+01,  1.990153760761348E+01, -4.312933591075208E-04,  4.941647302040012E+02,  1.481468591247644E+08, -3.975174585335893E-01,
2460989.816666667, A.D. 2025-Nov-10 07:36:00.0000,  9.950910032906450E+07,  1.097515489572611E+08, -7.392704339876771E+03, -2.254061082128418E+01,  1.990047025076726E+01, -4.306294651392761E-04,  4.941644119765235E+02,  1.481467637225666E+08, -3.975008567904234E-01,
2460989.819444444, A.D. 2025-Nov-10 07:40:00.0000,  9.950369046508284E+07,  1.097563249420332E+08, -7.392807611316442E+03, -2.254158901834264E+01,  1.989940284208358E+01, -4.299659337645423E-04,  4.941640937623349E+02,  1.481466683243528E+08, -3.974842584819486E-01,
2460989.822222222, A.D. 2025-Nov-10 07:44:00.0000,  9.949828036633942E+07,  1.097611006706211E+08, -7.392910723559558E+03, -2.254256716923190E+01,  1.989833538156192E+01, -4.293027651804948E-04,  4.941637755614329E+02,  1.481465729301223E+08, -3.974676636080656E-01,
2460989.825000000, A.D. 2025-Nov-10 07:48:00.0000,  9.949287003284529E+07,  1.097658761430122E+08, -7.393013676665723E+03, -2.254354527394642E+01,  1.989726786920175E+01, -4.286399595807566E-04,  4.941634573738143E+02,  1.481464775398740E+08, -3.974510721686879E-01,
2460989.827777778, A.D. 2025-Nov-10 07:52:00.0000,  9.948745946461160E+07,  1.097706513591942E+08, -7.393116470761597E+03, -2.254452333248063E+01,  1.989620030500253E+01, -4.279775171465161E-04,  4.941631391994770E+02,  1.481463821536073E+08, -3.974344841637452E-01,
2460989.830555555, A.D. 2025-Nov-10 07:56:00.0000,  9.948204866164939E+07,  1.097754263191545E+08, -7.393219105906785E+03, -2.254550134482899E+01,  1.989513268896376E+01, -4.273154380847188E-04,  4.941628210384176E+02,  1.481462867713214E+08, -3.974178995931286E-01,
2460989.833333333, A.D. 2025-Nov-10 08:00:00.0000,  9.947663762396979E+07,  1.097802010228807E+08, -7.393321582205594E+03, -2.254647931098593E+01,  1.989406502108489E+01, -4.266537225747769E-04,  4.941625028906340E+02,  1.481461913930153E+08, -3.974013184567646E-01,
2460989.836111111, A.D. 2025-Nov-10 08:04:00.0000,  9.947122635158382E+07,  1.097849754703605E+08, -7.393423899739981E+03, -2.254745723094590E+01,  1.989299730136542E+01, -4.259923708129776E-04,  4.941621847561230E+02,  1.481460960186883E+08, -3.973847407545346E-01,
2460989.838888889, A.D. 2025-Nov-10 08:08:00.0000,  9.946581484450261E+07,  1.097897496615812E+08, -7.393526058569551E+03, -2.254843510470335E+01,  1.989192952980484E+01, -4.253313829867267E-04,  4.941618666348819E+02,  1.481460006483394E+08, -3.973681664863685E-01,
2460989.841666667, A.D. 2025-Nov-10 08:12:00.0000,  9.946040310273728E+07,  1.097945235965306E+08, -7.393628058820963E+03, -2.254941293225271E+01,  1.989086170640263E+01, -4.246707592887589E-04,  4.941615485269081E+02,  1.481459052819681E+08, -3.973515956521537E-01,
2460989.844444444, A.D. 2025-Nov-10 08:16:00.0000,  9.945499112629884E+07,  1.097992972751962E+08, -7.393729900561273E+03, -2.255039071358842E+01,  1.988979383115829E+01, -4.240104999073679E-04,  4.941612304321987E+02,  1.481458099195732E+08, -3.973350282517851E-01,
2460989.847222222, A.D. 2025-Nov-10 08:20:00.0000,  9.944957891519842E+07,  1.098040706975654E+08, -7.393831583894789E+03, -2.255136844870492E+01,  1.988872590407130E+01, -4.233506050326241E-04,  4.941609123507510E+02,  1.481457145611542E+08, -3.973184642851661E-01,
2460989.850000000, A.D. 2025-Nov-10 08:24:00.0000,  9.944416646944715E+07,  1.098088438636260E+08, -7.393933108881116E+03, -2.255234613759664E+01,  1.988765792514118E+01, -4.226910748492685E-04,  4.941605942825623E+02,  1.481456192067101E+08, -3.973019037521911E-01,
2460989.852777778, A.D. 2025-Nov-10 08:28:00.0000,  9.943875378905609E+07,  1.098136167733654E+08, -7.394034475632012E+03, -2.255332378025803E+01,  1.988658989436743E+01, -4.220319095562530E-04,  4.941602762276299E+02,  1.481455238562401E+08, -3.972853466527450E-01,
2460989.855555556, A.D. 2025-Nov-10 08:32:00.0000,  9.943334087403631E+07,  1.098183894267711E+08, -7.394135684214532E+03, -2.255430137668352E+01,  1.988552181174954E+01, -4.213731093321016E-04,  4.941599581859509E+02,  1.481454285097434E+08, -3.972687929867219E-01,
2460989.858333333, A.D. 2025-Nov-10 08:36:00.0000,  9.942792772439899E+07,  1.098231618238309E+08, -7.394236734755337E+03, -2.255527892686753E+01,  1.988445367728704E+01, -4.207146743704371E-04,  4.941596401575227E+02,  1.481453331672192E+08, -3.972522427540031E-01,
2460989.861111111, A.D. 2025-Nov-10 08:40:00.0000,  9.942251434015514E+07,  1.098279339645321E+08, -7.394337627306581E+03, -2.255625643080452E+01,  1.988338549097945E+01, -4.200566048577770E-04,  4.941593221423424E+02,  1.481452378286667E+08, -3.972356959544766E-01,
2460989.863888889, A.D. 2025-Nov-10 08:44:00.0000,  9.941710072131589E+07,  1.098327058488624E+08, -7.394438361950219E+03, -2.255723388848890E+01,  1.988231725282627E+01, -4.193989009797505E-04,  4.941590041404074E+02,  1.481451424940849E+08, -3.972191525880272E-01,
2460989.866666667, A.D. 2025-Nov-10 08:48:00.0000,  9.941168686789237E+07,  1.098374774768093E+08, -7.394538938798010E+03, -2.255821129991511E+01,  1.988124896282702E+01, -4.187415629264279E-04,  4.941586861517148E+02,  1.481450471634731E+08, -3.972026126545391E-01,
2460989.869444444, A.D. 2025-Nov-10 08:52:00.0000,  9.940627277989565E+07,  1.098422488483604E+08, -7.394639357931912E+03, -2.255918866507757E+01,  1.988018062098123E+01, -4.180845908843267E-04,  4.941583681762620E+02,  1.481449518368305E+08, -3.971860761538715E-01,
2460989.872222222, A.D. 2025-Nov-10 08:56:00.0000,  9.940085845733683E+07,  1.098470199635032E+08, -7.394739619441330E+03, -2.256016598397073E+01,  1.987911222728843E+01, -4.174279850372997E-04,  4.941580502140461E+02,  1.481448565141563E+08, -3.971695430859089E-01,
2460989.875000000, A.D. 2025-Nov-10 09:00:00.0000,  9.939544390022704E+07,  1.098517908222253E+08, -7.394839723400772E+03, -2.256114325658899E+01,  1.987804378174815E+01, -4.167717455745290E-04,  4.941577322650645E+02,  1.481447611954496E+08, -3.971530134505262E-01,
2460989.877777778, A.D. 2025-Nov-10 09:04:00.0000,  9.939002910857737E+07,  1.098565614245143E+08, -7.394939669907093E+03, -2.256212048292679E+01,  1.987697528435993E+01, -4.161158726816439E-04,  4.941574143293143E+02,  1.481446658807096E+08, -3.971364872475889E-01,
2460989.880555556, A.D. 2025-Nov-10 09:08:00.0000,  9.938461408239892E+07,  1.098613317703577E+08, -7.395039459042251E+03, -2.256309766297857E+01,  1.987590673512330E+01, -4.154603665442735E-04,  4.941570964067929E+02,  1.481445705699354E+08, -3.971199644769653E-01,
2460989.883333333, A.D. 2025-Nov-10 09:12:00.0000,  9.937919882170285E+07,  1.098661018597430E+08, -7.395139090903103E+03, -2.256407479673873E+01,  1.987483813403781E+01, -4.148052273480474E-04,  4.941567784974976E+02,  1.481444752631264E+08, -3.971034451385305E-01,
2460989.886111111, A.D. 2025-Nov-10 09:16:00.0000,  9.937378332650021E+07,  1.098708716926579E+08, -7.395238565579057E+03, -2.256505188420169E+01,  1.987376948110300E+01, -4.141504552741537E-04,  4.941564606014255E+02,  1.481443799602815E+08, -3.970869292321274E-01,
2460989.888888889, A.D. 2025-Nov-10 09:20:00.0000,  9.936836759680212E+07,  1.098756412690898E+08, -7.395337883152068E+03, -2.256602892536191E+01,  1.987270077631841E+01, -4.134960505117746E-04,  4.941561427185737E+02,  1.481442846614000E+08, -3.970704167576371E-01,
2460989.891666667, A.D. 2025-Nov-10 09:24:00.0000,  9.936295163261974E+07,  1.098804105890264E+08, -7.395437043704093E+03, -2.256700592021377E+01,  1.987163201968361E+01, -4.128420132456512E-04,  4.941558248489399E+02,  1.481441893664812E+08, -3.970539077149057E-01,
2460989.894444444, A.D. 2025-Nov-10 09:28:00.0000,  9.935753543396413E+07,  1.098851796524551E+08, -7.395536047346890E+03, -2.256798286875171E+01,  1.987056321119815E+01, -4.121883436560836E-04,  4.941555069925211E+02,  1.481440940755241E+08, -3.970374021037954E-01,
2460989.897222222, A.D. 2025-Nov-10 09:32:00.0000,  9.935211900084643E+07,  1.098899484593636E+08, -7.395634894154966E+03, -2.256895977097015E+01,  1.986949435086158E+01, -4.115350419278130E-04,  4.941551891493144E+02,  1.481439987885279E+08, -3.970208999241553E-01,
2460989.900000000, A.D. 2025-Nov-10 09:36:00.0000,  9.934670233327778E+07,  1.098947170097393E+08, -7.395733584195375E+03, -2.256993662686349E+01,  1.986842543867347E+01, -4.108821082473568E-04,  4.941548713193173E+02,  1.481439035054918E+08, -3.970044011758378E-01,
2460989.902777778, A.D. 2025-Nov-10 09:40:00.0000,  9.934128543126926E+07,  1.098994853035700E+08, -7.395832117587328E+03, -2.257091343642618E+01,  1.986735647463339E+01, -4.102295427941272E-04,  4.941545535025269E+02,  1.481438082264151E+08, -3.969879058586921E-01,
2460989.905555556, A.D. 2025-Nov-10 09:44:00.0000,  9.933586829483198E+07,  1.099042533408430E+08, -7.395930494412780E+03, -2.257189019965261E+01,  1.986628745874091E+01, -4.095773457546414E-04,  4.941542356989405E+02,  1.481437129512967E+08, -3.969714139725611E-01,
2460989.908333333, A.D. 2025-Nov-10 09:48:00.0000,  9.933045092397714E+07,  1.099090211215460E+08, -7.396028714746237E+03, -2.257286691653720E+01,  1.986521839099559E+01, -4.089255173091999E-04,  4.941539179085556E+02,  1.481436176801361E+08, -3.969549255173035E-01,
2460989.911111111, A.D. 2025-Nov-10 09:52:00.0000,  9.932503331871575E+07,  1.099137886456666E+08, -7.396126778684556E+03, -2.257384358707436E+01,  1.986414927139701E+01, -4.082740576372146E-04,  4.941536001313689E+02,  1.481435224129322E+08, -3.969384404927365E-01,
2460989.913888889, A.D. 2025-Nov-10 09:56:00.0000,  9.931961547905904E+07,  1.099185559131922E+08, -7.396224686324596E+03, -2.257482021125853E+01,  1.986308009994476E+01, -4.076229669252029E-04,  4.941532823673782E+02,  1.481434271496843E+08, -3.969219588987250E-01,
2460989.916666667, A.D. 2025-Nov-10 10:00:00.0000,  9.931419740501808E+07,  1.099233229241104E+08, -7.396322437748313E+03, -2.257579678908409E+01,  1.986201087663842E+01, -4.069722453525770E-04,  4.941529646165804E+02,  1.481433318903917E+08, -3.969054807350928E-01,
2460989.919444445, A.D. 2025-Nov-10 10:04:00.0000,  9.930877909660397E+07,  1.099280896784088E+08, -7.396420033030212E+03, -2.257677332054546E+01,  1.986094160147757E+01, -4.063218931005252E-04,  4.941526468789729E+02,  1.481432366350533E+08, -3.968890060016730E-01,
2460989.922222222, A.D. 2025-Nov-10 10:08:00.0000,  9.930336055382790E+07,  1.099328561760749E+08, -7.396517472282052E+03, -2.257774980563705E+01,  1.985987227446181E+01, -4.056719103511242E-04,  4.941523291545529E+02,  1.481431413836685E+08, -3.968725346983082E-01,
2460989.925000000, A.D. 2025-Nov-10 10:12:00.0000,  9.929794177670099E+07,  1.099376224170964E+08, -7.396614755578339E+03, -2.257872624435328E+01,  1.985880289559073E+01, -4.050222972837858E-04,  4.941520114433179E+02,  1.481430461362364E+08, -3.968560668248186E-01,
2460989.927777778, A.D. 2025-Nov-10 10:16:00.0000,  9.929252276523432E+07,  1.099423884014607E+08, -7.396711883008480E+03, -2.257970263668855E+01,  1.985773346486392E+01, -4.043730540779222E-04,  4.941516937452648E+02,  1.481429508927562E+08, -3.968396023810373E-01,
2460989.930555556, A.D. 2025-Nov-10 10:20:00.0000,  9.928710351943909E+07,  1.099471541291554E+08, -7.396808854669333E+03, -2.258067898263726E+01,  1.985666398228100E+01, -4.037241809164982E-04,  4.941513760603910E+02,  1.481428556532270E+08, -3.968231413667879E-01,
2460989.933333333, A.D. 2025-Nov-10 10:24:00.0000,  9.928168403932638E+07,  1.099519196001680E+08, -7.396905670650303E+03, -2.258165528219383E+01,  1.985559444784155E+01, -4.030756779753730E-04,  4.941510583886938E+02,  1.481427604176480E+08, -3.968066837819035E-01,
2460989.936111111, A.D. 2025-Nov-10 10:28:00.0000,  9.927626432490735E+07,  1.099566848144862E+08, -7.397002331033349E+03, -2.258263153535266E+01,  1.985452486154519E+01, -4.024275454357351E-04,  4.941507407301704E+02,  1.481426651860185E+08, -3.967902296261912E-01,
2460989.938888889, A.D. 2025-Nov-10 10:32:00.0000,  9.927084437619311E+07,  1.099614497720974E+08, -7.397098835900426E+03, -2.258360774210814E+01,  1.985345522339154E+01, -4.017797834796610E-04,  4.941504230848180E+02,  1.481425699583375E+08, -3.967737788994681E-01,
2460989.941666667, A.D. 2025-Nov-10 10:36:00.0000,  9.926542419319485E+07,  1.099662144729893E+08, -7.397195185355842E+03, -2.258458390245470E+01,  1.985238553338019E+01, -4.011323922812338E-04,  4.941501054526340E+02,  1.481424747346043E+08, -3.967573316015739E-01,
2460989.944444444, A.D. 2025-Nov-10 10:40:00.0000,  9.926000377592365E+07,  1.099709789171493E+08, -7.397291379474103E+03, -2.258556001638673E+01,  1.985131579151078E+01, -4.004853720172008E-04,  4.941497878336155E+02,  1.481423795148181E+08, -3.967408877323061E-01,
2460989.947222222, A.D. 2025-Nov-10 10:44:00.0000,  9.925458312439069E+07,  1.099757431045651E+08, -7.397387418366969E+03, -2.258653608389861E+01,  1.985024599778292E+01, -3.998387228723033E-04,  4.941494702277599E+02,  1.481422842989779E+08, -3.967244472914656E-01,
2460989.950000000, A.D. 2025-Nov-10 10:48:00.0000,  9.924916223860709E+07,  1.099805070352241E+08, -7.397483302101493E+03, -2.258751210498478E+01,  1.984917615219625E+01, -3.991924450215123E-04,  4.941491526350643E+02,  1.481421890870831E+08, -3.967080102788822E-01,
2460989.952777778, A.D. 2025-Nov-10 10:52:00.0000,  9.924374111858401E+07,  1.099852707091140E+08, -7.397579030767083E+03, -2.258848807963961E+01,  1.984810625475038E+01, -3.985465386380227E-04,  4.941488350555261E+02,  1.481420938791327E+08, -3.966915766943538E-01,
2460989.955555555, A.D. 2025-Nov-10 10:56:00.0000,  9.923831976433259E+07,  1.099900341262222E+08, -7.397674604460597E+03, -2.258946400785752E+01,  1.984703630544495E+01, -3.979010039065756E-04,  4.941485174891425E+02,  1.481419986751260E+08, -3.966751465376971E-01,
2460989.958333333, A.D. 2025-Nov-10 11:00:00.0000,  9.923289817586395E+07,  1.099947972865364E+08, -7.397770023278892E+03, -2.259043988963288E+01,  1.984596630427959E+01, -3.972558409959248E-04,  4.941481999359108E+02,  1.481419034750621E+08, -3.966587198087006E-01,
2460989.961111111, A.D. 2025-Nov-10 11:04:00.0000,  9.922747635318927E+07,  1.099995601900441E+08, -7.397865287296474E+03, -2.259141572496011E+01,  1.984489625125395E+01, -3.966110500899234E-04,  4.941478823958281E+02,  1.481418082789402E+08, -3.966422965071646E-01,
